artifact_row_index,source_id,city,district,support,tier,address_text
181965,7790663,casablanca,mandarona,87,SAFE_25,Mandarona à Casablanca
181967,7790672,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
181970,7790685,casablanca,hay sadri,7,SAFE_5,Hay Sadri à Casablanca
181971,7790688,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
181972,7790690,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
181974,7790702,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
181978,7790735,mohammedia,quartier du parc,79,SAFE_25,Quartier du Parc à Mohammedia
181979,7790743,marrakech,route de safi,237,SAFE_25,Route de Safi à Marrakech
181981,7790746,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
181983,7790754,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
181986,7790761,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
181989,7790788,rabat,agdal,313,SAFE_25,Agdal à Rabat
181990,7790789,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
181991,7790791,meknes,marjane,146,SAFE_25,Marjane à Meknes
181992,7790793,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
181993,7790795,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
181994,7790809,fes,hay gryou,1,LOW,Hay Gryou à Fès
181995,7790810,benslimane,alfilline,21,SAFE_10,Alfilline à Benslimane
181997,7790833,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
181999,7790850,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
182000,7790861,marrakech,massira 2,22,SAFE_10,Massira 2 à Marrakech
182001,7790868,casablanca,la vilette,15,SAFE_10,La Vilette à Casablanca
182003,7790875,agadir,hay al farah,26,SAFE_25,Hay Al Farah à Agadir
182005,7790897,rabat,souissi,566,SAFE_25,Souissi à Rabat
182006,7790914,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
182007,7790917,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
182008,7790923,el jadida,najmat al janoub,18,SAFE_10,Najmat Al Janoub à El Jadida
182009,7790926,casablanca,bournazil,16,SAFE_10,Bournazil à Casablanca
182010,7790932,casablanca,tantonville,33,SAFE_25,Tantonville à Casablanca
182011,7790939,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182013,7790947,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
182014,7790957,fes,route ain chkaf,51,SAFE_25,Route ain Chkaf à Fès
182015,7790960,tanger,mesnana,96,SAFE_25,Mesnana à Tanger
182016,7790978,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
182018,7791019,el jadida,quartier aerodrome,20,SAFE_10,Quartier Aérodrome à El Jadida
182019,7791021,casablanca,al farah dar essalam,11,SAFE_10,Al Farah Dar Essalam à Casablanca
182020,7791056,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182022,7791069,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
182023,7791086,casablanca,racine extension,51,SAFE_25,Racine Extension à Casablanca
182024,7791089,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
182025,7791091,casablanca,anfa,374,SAFE_25,Anfa à Casablanca
182026,7791092,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182027,7791117,fes,agdal,12,SAFE_10,Agdal à Fès
182031,7791178,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182032,7791185,agadir,tikiouine,18,SAFE_10,Tikiouine à Agadir
182033,7791213,temara,wifak,121,SAFE_25,Wifak à Temara
182034,7791219,tanger,mozart,64,SAFE_25,Mozart à Tanger
182036,7791261,casablanca,beausite,41,SAFE_25,Beausite à Casablanca
182039,7791325,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182045,7791450,meknes,marjane,146,SAFE_25,Marjane à Meknes
182047,7791474,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182048,7791486,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182050,7791501,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182051,7791523,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182052,7791534,el jadida,biranzarane,8,SAFE_5,Biranzarane à El Jadida
182055,7791560,rabat,riyad,566,SAFE_25,Riyad à Rabat
182056,7791577,el jadida,hay essalam,49,SAFE_25,Hay Essalam à El Jadida
182057,7791600,casablanca,ain chock,119,SAFE_25,Ain Chock à Casablanca
182059,7791607,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
182060,7791620,marrakech,hay saada,42,SAFE_25,Hay Saada à Marrakech
182061,7791622,tanger,branes kdima,29,SAFE_25,Branes Kdima à Tanger
182063,7791644,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
182064,7791655,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182065,7791660,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182066,7791684,oujda,hay salam,10,SAFE_10,Hay salam à Oujda
182068,7791699,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182070,7791704,agadir,extension dakhla,15,SAFE_10,Extension Dakhla à Agadir
182071,7791707,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182072,7791710,bouznika,assanaouber,16,SAFE_10,Assanaouber à Bouznika
182074,7791731,rabat,l ocean,61,SAFE_25,L'Ocean à Rabat
182075,7791733,rabat,riyad,566,SAFE_25,Riyad à Rabat
182076,7791748,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
182077,7791763,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182078,7791789,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182079,7791797,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182081,7791818,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182082,7791824,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182083,7791828,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182086,7791852,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182088,7791873,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
182089,7791883,casablanca,racine,596,SAFE_25,Racine à Casablanca
182090,7791892,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
182092,7791917,temara,harhoura,92,SAFE_25,Harhoura à Temara
182095,7791966,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
182096,7791973,casablanca,lahraouiyine,7,SAFE_5,Lahraouiyine à Casablanca
182097,7791976,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
182100,7791998,casablanca,la vilette,15,SAFE_10,La Vilette à Casablanca
182103,7792036,tanger,mozart,64,SAFE_25,Mozart à Tanger
182104,7792044,marrakech,agdal,514,SAFE_25,Agdal à Marrakech
182105,7792066,casablanca,la vilette,15,SAFE_10,La Vilette à Casablanca
182106,7792067,casablanca,la vilette,15,SAFE_10,La Vilette à Casablanca
182107,7792071,casablanca,al qods,132,SAFE_25,Al Qods à Casablanca
182108,7792072,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182111,7792121,mohammedia,quartier du parc,79,SAFE_25,Quartier du Parc à Mohammedia
182112,7792127,tanger,administratif,164,SAFE_25,Administratif à Tanger
182113,7792134,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
182114,7792140,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
182115,7792163,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182116,7792164,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182118,7792186,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
182119,7792195,el jadida,najmat al janoub,18,SAFE_10,Najmat Al Janoub à El Jadida
182122,7792231,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182123,7792251,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
182124,7792260,casablanca,racine,596,SAFE_25,Racine à Casablanca
182125,7792271,casablanca,salmia 2,26,SAFE_25,Salmia 2 à Casablanca
182126,7792273,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
182127,7792281,tanger,bel air val fleuri,128,SAFE_25,Bel Air - Val fleuri à Tanger
182128,7792289,tanger,mesnana,96,SAFE_25,Mesnana à Tanger
182131,7792313,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
182132,7792333,casablanca,hay chrifa,49,SAFE_25,Hay Chrifa à Casablanca
182133,7792345,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
182134,7792347,mohammedia,hay annasr,4,LOW,Hay Annasr à Mohammedia
182136,7792361,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
182137,7792370,agadir,al wifaq,38,SAFE_25,Al Wifaq à Agadir
182139,7792382,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182140,7792392,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
182143,7792403,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182144,7792414,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182145,7792415,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182146,7792416,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182147,7792417,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182148,7792418,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182149,7792420,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182152,7792431,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
182153,7792432,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182155,7792434,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
182157,7792438,casablanca,racine,596,SAFE_25,Racine à Casablanca
182158,7792439,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
182159,7792442,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182160,7792443,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
182163,7792451,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
182166,7792458,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182167,7792459,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182168,7792463,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182169,7792464,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182170,7792467,casablanca,bournazil,16,SAFE_10,Bournazil à Casablanca
182171,7792469,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182172,7792471,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182173,7792476,temara,wifak,121,SAFE_25,Wifak à Temara
182175,7792502,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182176,7792511,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182177,7792555,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182184,7792706,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
182186,7792768,marrakech,hay zitoun,8,SAFE_5,Hay Zitoun à Marrakech
182188,7792826,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
182189,7792836,marrakech,hay saada,42,SAFE_25,Hay Saada à Marrakech
182190,7792840,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182192,7792853,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182194,7792862,temara,wifak,121,SAFE_25,Wifak à Temara
182198,7792931,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
182199,7792965,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
182200,7792966,marrakech,daoudiat,64,SAFE_25,Daoudiat à Marrakech
182206,7793025,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
182207,7793028,el jadida,quartier aerodrome,20,SAFE_10,Quartier Aérodrome à El Jadida
182212,7793093,rabat,agdal,313,SAFE_25,Agdal à Rabat
182213,7793121,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182214,7793129,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
182215,7793130,rabat,riyad,566,SAFE_25,Riyad à Rabat
182216,7793136,casablanca,zone industrielle oukacha,27,SAFE_25,Zone Industrielle Oukacha à Casablanca
182217,7793139,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
182218,7793141,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182220,7793150,tanger,aharrarine,37,SAFE_25,Aharrarine à Tanger
182221,7793151,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182222,7793156,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182223,7793166,marrakech,route de l ourika,877,SAFE_25,Route de l'Ourika à Marrakech
182224,7793168,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182225,7793169,casablanca,burger,53,SAFE_25,Burger à Casablanca
182226,7793176,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
182228,7793184,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
182229,7793186,rabat,bouitate,1,LOW,Bouitate à Rabat
182232,7793213,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
182233,7793216,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
182235,7793234,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
182236,7793239,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
182237,7793247,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182238,7793251,casablanca,racine,596,SAFE_25,Racine à Casablanca
182240,7793262,kenitra,bir rami ouest,38,SAFE_25,Bir Rami Ouest à Kénitra
182241,7793268,meknes,marjane,146,SAFE_25,Marjane à Meknes
182242,7793272,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
182243,7793275,casablanca,racine,596,SAFE_25,Racine à Casablanca
182244,7793288,tanger,de la plage,188,SAFE_25,De La Plage à Tanger
182245,7793289,casablanca,racine,596,SAFE_25,Racine à Casablanca
182248,7793304,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
182254,7793353,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182256,7793415,fes,route immouzer,38,SAFE_25,Route Immouzer à Fès
182257,7793416,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182258,7793418,fes,zouagha,21,SAFE_10,Zouagha à Fès
182259,7793458,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182260,7793475,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
182261,7793501,fes,hay al azhar,11,SAFE_10,Hay Al Azhar à Fès
182262,7793515,casablanca,ahl loghlam hay assalam,21,SAFE_10,Ahl Loghlam (Hay Assalam) à Casablanca
182263,7793548,rabat,agdal,313,SAFE_25,Agdal à Rabat
182264,7793557,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182266,7793580,casablanca,racine,596,SAFE_25,Racine à Casablanca
182268,7793602,casablanca,ain diab extension,188,SAFE_25,Ain Diab Extension à Casablanca
182273,7793681,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
182274,7793691,rabat,les oudayas,7,SAFE_5,Les Oudayas à Rabat
182275,7793698,tanger,mozart,64,SAFE_25,Mozart à Tanger
182279,7793780,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182281,7793799,temara,harhoura,92,SAFE_25,Harhoura à Temara
182282,7793824,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
182283,7793829,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
182284,7793858,casablanca,californie,735,SAFE_25,Californie à Casablanca
182285,7793868,fes,hay bensouda,12,SAFE_10,Hay Bensouda à Fès
182286,7793877,casablanca,racine,596,SAFE_25,Racine à Casablanca
182287,7793883,rabat,souissi,566,SAFE_25,Souissi à Rabat
182288,7793885,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
182289,7793896,casablanca,racine,596,SAFE_25,Racine à Casablanca
182290,7793902,casablanca,racine,596,SAFE_25,Racine à Casablanca
182291,7793909,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
182292,7793920,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
182294,7793956,marrakech,route de safi,237,SAFE_25,Route de Safi à Marrakech
182299,7794013,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182301,7794030,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182303,7794034,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182306,7794046,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182309,7794055,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
182314,7794101,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
182316,7794120,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
182317,7794172,marrakech,route de ouarzazate,289,SAFE_25,Route de Ouarzazate à Marrakech
182318,7794204,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
182320,7794283,tanger,moujahidine,132,SAFE_25,Moujahidine à Tanger
182321,7794288,casablanca,al azhar,21,SAFE_10,Al Azhar à Casablanca
182324,7794361,marrakech,hivernage,273,SAFE_25,Hivernage à Marrakech
182325,7794364,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182327,7794402,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
182331,7794450,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
182332,7794482,skhirat,plage rose maree,34,SAFE_25,Plage rose marée à Skhirat
182333,7794491,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
182335,7794503,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
182336,7794511,casablanca,nassim 1,64,SAFE_25,Nassim 1 à Casablanca
182337,7794516,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
182339,7794520,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
182343,7794550,casablanca,californie,735,SAFE_25,Californie à Casablanca
182345,7794555,casablanca,californie,735,SAFE_25,Californie à Casablanca
182346,7794556,casablanca,californie,735,SAFE_25,Californie à Casablanca
182349,7794561,tanger,marjane,165,SAFE_25,Marjane à Tanger
182350,7794562,casablanca,californie,735,SAFE_25,Californie à Casablanca
182351,7794563,casablanca,californie,735,SAFE_25,Californie à Casablanca
182353,7794568,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182354,7794569,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182356,7794574,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
182357,7794579,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
182359,7794621,tetouan,route de ceuta,19,SAFE_10,Route de Ceuta à Tétouan
182363,7794634,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
182364,7794637,casablanca,racine,596,SAFE_25,Racine à Casablanca
182366,7794655,rabat,hay nahda,43,SAFE_25,Hay Nahda à Rabat
182367,7794661,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182368,7794668,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182369,7794684,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
182371,7794730,casablanca,triangle d or,142,SAFE_25,Triangle d'Or à Casablanca
182372,7794741,tanger,zone industrielle mghogha,41,SAFE_25,Zone Industrielle Mghogha à Tanger
182376,7794829,rabat,quartier administratif,9,SAFE_5,Quartier Administratif à Rabat
182377,7794830,temara,wifak,121,SAFE_25,Wifak à Temara
182378,7794839,tetouan,aeroport,13,SAFE_10,Aeroport à Tétouan
182380,7794845,tanger,bel air val fleuri,128,SAFE_25,Bel Air - Val fleuri à Tanger
182382,7794851,tanger,bel air val fleuri,128,SAFE_25,Bel Air - Val fleuri à Tanger
182383,7794868,marrakech,les portes de marrakech,94,SAFE_25,Les Portes de Marrakech à Marrakech
182386,7794911,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
182388,7794920,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
182390,7794925,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182393,7794967,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182396,7794989,casablanca,lekrimat,13,SAFE_10,Lekrimat à Casablanca
182398,7795019,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
182399,7795049,tetouan,mounia,9,SAFE_5,Mounia à Tétouan
182401,7795052,tanger,administratif,164,SAFE_25,Administratif à Tanger
182402,7795056,temara,harhoura,92,SAFE_25,Harhoura à Temara
182403,7795060,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
182409,7795110,tanger,aharrarine,37,SAFE_25,Aharrarine à Tanger
182410,7795119,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182411,7795127,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
182413,7795142,tanger,hay hassani,92,SAFE_25,Hay Hassani à Tanger
182415,7795164,tanger,mesnana,96,SAFE_25,Mesnana à Tanger
182416,7795169,marrakech,hay saada,42,SAFE_25,Hay Saada à Marrakech
182418,7795185,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182419,7795196,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182423,7795217,rabat,hay nahda,43,SAFE_25,Hay Nahda à Rabat
182425,7795266,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182426,7795275,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182427,7795276,casablanca,sidi othmane,42,SAFE_25,Sidi Othmane à Casablanca
182431,7795298,casablanca,lissasfa,104,SAFE_25,Lissasfa à Casablanca
182433,7795305,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
182434,7795312,casablanca,racine,596,SAFE_25,Racine à Casablanca
182439,7795369,meknes,al bassatine,56,SAFE_25,Al bassatine à Meknes
182440,7795379,meknes,marjane,146,SAFE_25,Marjane à Meknes
182441,7795385,casablanca,racine,596,SAFE_25,Racine à Casablanca
182442,7795390,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
182443,7795392,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
182446,7795409,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
182448,7795426,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182449,7795431,meknes,marjane,146,SAFE_25,Marjane à Meknes
182451,7795433,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182453,7795443,rabat,agdal,313,SAFE_25,Agdal à Rabat
182455,7795451,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
182456,7795457,casablanca,ain chock,119,SAFE_25,Ain Chock à Casablanca
182457,7795458,marrakech,ouasis,16,SAFE_10,Ouasis à Marrakech
182459,7795474,rabat,riyad,566,SAFE_25,Riyad à Rabat
182460,7795475,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
182462,7795489,casablanca,alsace lorraine,43,SAFE_25,Alsace Lorraine à Casablanca
182464,7795507,rabat,riyad,566,SAFE_25,Riyad à Rabat
182465,7795514,tanger,rmilat,41,SAFE_25,Rmilat à Tanger
182466,7795516,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
182467,7795529,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182468,7795536,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
182470,7795546,rabat,agdal,313,SAFE_25,Agdal à Rabat
182471,7795558,rabat,agdal,313,SAFE_25,Agdal à Rabat
182472,7795562,rabat,agdal,313,SAFE_25,Agdal à Rabat
182474,7795601,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
182475,7795612,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
182477,7795635,meknes,hamria,152,SAFE_25,Hamria à Meknes
182478,7795636,oujda,nour,2,LOW,Nour à Oujda
182479,7795639,marrakech,hay targa,491,SAFE_25,Hay Targa à Marrakech
182480,7795653,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
182482,7795749,tanger,castilla,76,SAFE_25,Castilla à Tanger
182484,7795773,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
182486,7795813,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
182487,7795849,temara,skikina,28,SAFE_25,Skikina à Temara
182488,7795850,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
182490,7795857,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
182492,7795887,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
182495,7795919,casablanca,hay chrifa,49,SAFE_25,Hay Chrifa à Casablanca
182496,7795928,mohammedia,quartier du parc,79,SAFE_25,Quartier du Parc à Mohammedia
182498,7795960,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
182499,7795965,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
182501,7795998,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
182503,7796020,rabat,l ocean,61,SAFE_25,L'Ocean à Rabat
182504,7796023,tanger,castilla,76,SAFE_25,Castilla à Tanger
182505,7796027,rabat,agdal,313,SAFE_25,Agdal à Rabat
182506,7796047,tanger,sania,64,SAFE_25,Sania à Tanger
182507,7796052,rabat,agdal,313,SAFE_25,Agdal à Rabat
182511,7796084,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
182515,7796150,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
182520,7796196,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
182523,7796228,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
182524,7796244,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
182526,7796251,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182529,7796254,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
182531,7796288,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
182532,7796299,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
182533,7796330,tanger,moujahidine,132,SAFE_25,Moujahidine à Tanger
182535,7796337,tanger,du golf,123,SAFE_25,Du Golf à Tanger
182537,7796345,rabat,agdal,313,SAFE_25,Agdal à Rabat
182539,7796348,marrakech,boulevard med 6,124,SAFE_25,Boulevard Med 6 à Marrakech
182540,7796367,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182541,7796373,fes,champ de course,17,SAFE_10,Champ de course à Fès
182543,7796383,casablanca,casablanca finance city,208,SAFE_25,Casablanca Finance City à Casablanca
182549,7796411,sale,bab al bahr,12,SAFE_10,Bab Al Bahr à Salé
182550,7796414,rabat,aviation mabella,79,SAFE_25,Aviation - Mabella à Rabat
182551,7796415,tanger,du golf,123,SAFE_25,Du Golf à Tanger
182552,7796428,rabat,les oudayas,7,SAFE_5,Les Oudayas à Rabat
182553,7796429,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
182555,7796445,sale,sala el jadida,84,SAFE_25,Sala el Jadida à Salé
182557,7796458,sale,sala el jadida,84,SAFE_25,Sala el Jadida à Salé
