artifact_row_index,source_id,city,district,support,tier,address_text
173790,7676915,meknes,al bassatine,56,SAFE_25,Al bassatine à Meknes
173791,7676952,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
173803,7676999,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
173806,7677040,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
173807,7677048,tanger,manar,103,SAFE_25,Manar à Tanger
173808,7677056,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
173809,7677076,skhirat,ain el hayat,9,SAFE_5,Ain el Hayat à Skhirat
173812,7677098,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
173813,7677134,essaouira,ghazoua,20,SAFE_10,Ghazoua à Essaouira
173814,7677142,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
173815,7677166,temara,wifak,121,SAFE_25,Wifak à Temara
173817,7677172,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
173818,7677179,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
173819,7677186,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
173820,7677196,casablanca,al osra,17,SAFE_10,Al Osra à Casablanca
173821,7677211,sale,abouab sala,17,SAFE_10,Abouab Sala à Salé
173823,7677214,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
173824,7677228,agadir,hay dakhla,57,SAFE_25,Hay Dakhla à Agadir
173825,7677235,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
173826,7677257,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173828,7677278,nador,hay el matar,15,SAFE_10,Hay el matar à Nador
173831,7677356,casablanca,racine,596,SAFE_25,Racine à Casablanca
173832,7677486,casablanca,lissasfa,104,SAFE_25,Lissasfa à Casablanca
173833,7677519,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
173834,7677671,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
173835,7677831,meknes,cente,31,SAFE_25,Cente à Meknes
173836,7677917,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
173839,7677976,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
173840,7678017,casablanca,al farah dar essalam,11,SAFE_10,Al Farah Dar Essalam à Casablanca
173842,7678044,rabat,hay el menzah,56,SAFE_25,Hay El Menzah à Rabat
173843,7678053,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
173844,7678073,rabat,riyad,566,SAFE_25,Riyad à Rabat
173845,7678083,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
173846,7678112,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
173848,7678185,tanger,malabata,421,SAFE_25,Malabata à Tanger
173849,7678246,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173850,7678257,casablanca,moulay youssef,31,SAFE_25,Moulay Youssef à Casablanca
173851,7678287,agadir,hay houda,65,SAFE_25,Hay Houda à Agadir
173852,7678289,nador,hay el matar,15,SAFE_10,Hay el matar à Nador
173853,7678290,tanger,achakar,164,SAFE_25,Achakar à Tanger
173854,7678303,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173856,7678450,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
173857,7678456,fes,route immouzer,38,SAFE_25,Route Immouzer à Fès
173858,7678509,casablanca,laymoune,100,SAFE_25,Laymoune à Casablanca
173859,7678511,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
173860,7678533,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
173863,7678591,temara,abbadi,25,SAFE_25,Abbadi à Temara
173865,7678631,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
173870,7678763,casablanca,anfa,374,SAFE_25,Anfa à Casablanca
173871,7678776,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173873,7678825,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
173876,7678860,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
173877,7678866,sale,lalla aicha,1,LOW,Lalla Aicha à Salé
173878,7678903,marrakech,majorelle,157,SAFE_25,Majorelle à Marrakech
173879,7678912,fes,nouvelle ville,31,SAFE_25,Nouvelle Ville à Fès
173881,7678920,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173884,7679071,essaouira,raounak,6,SAFE_5,Raounak à Essaouira
173885,7679075,kenitra,ismalia,19,SAFE_10,Ismalia à Kénitra
173891,7679105,casablanca,oasis,332,SAFE_25,Oasis à Casablanca
173893,7679122,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
173894,7679149,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
173895,7679191,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
173896,7679203,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
173897,7679271,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
173898,7679273,tanger,sania,64,SAFE_25,Sania à Tanger
173899,7679276,kenitra,mimosas,57,SAFE_25,Mimosas à Kénitra
173900,7679300,casablanca,anfa,374,SAFE_25,Anfa à Casablanca
173901,7679312,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
173902,7679313,casablanca,triangle d or,142,SAFE_25,Triangle d'Or à Casablanca
173904,7679318,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
173905,7679328,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173907,7679374,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
173908,7679378,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
173909,7679380,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
173910,7679381,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
173911,7679397,meknes,al bassatine,56,SAFE_25,Al bassatine à Meknes
173912,7679401,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
173913,7679412,tanger,jbel kbir,80,SAFE_25,Jbel Kbir à Tanger
173914,7679419,sale,sala el jadida,84,SAFE_25,Sala el Jadida à Salé
173917,7679429,tanger,administratif,164,SAFE_25,Administratif à Tanger
173919,7679442,marrakech,hay mabrouka,95,SAFE_25,Hay Mabrouka à Marrakech
173920,7679457,casablanca,racine,596,SAFE_25,Racine à Casablanca
173922,7679480,ifrane,la prairie,2,LOW,La prairie à Ifrane
173923,7679498,tetouan,wilaya,41,SAFE_25,Wilaya à Tétouan
173926,7679514,marrakech,route de fez,469,SAFE_25,Route de Fez à Marrakech
173928,7679567,tanger,californie,48,SAFE_25,Californie à Tanger
173929,7679634,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
173930,7679644,mohammedia,nassim,37,SAFE_25,Nassim à Mohammedia
173931,7679661,casablanca,ain diab extension,188,SAFE_25,Ain Diab Extension à Casablanca
173933,7679675,fes,hay tazi,2,LOW,Hay Tazi à Fès
173934,7679701,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
173935,7679800,el jadida,narjiss,7,SAFE_5,Narjiss à El Jadida
173936,7679811,meknes,hamria,152,SAFE_25,Hamria à Meknes
173937,7679819,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
173938,7679825,mohammedia,al aalia,51,SAFE_25,Al Aalia à Mohammedia
173940,7679836,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
173942,7679844,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
173943,7679861,sale,abouab sala,17,SAFE_10,Abouab Sala à Salé
173950,7679973,casablanca,racine,596,SAFE_25,Racine à Casablanca
173951,7679978,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
173955,7680008,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
173956,7680018,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
173960,7680050,casablanca,liberte,21,SAFE_10,Liberté à Casablanca
173963,7680107,el jadida,quartier aerodrome,20,SAFE_10,Quartier Aérodrome à El Jadida
173965,7680125,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
173968,7680142,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
173969,7680165,meknes,hamria,152,SAFE_25,Hamria à Meknes
173971,7680198,tetouan,saniat errmel,11,SAFE_10,Saniat Errmel à Tétouan
173975,7680288,sale,hay salam,24,SAFE_10,Hay Salam à Salé
173977,7680425,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
173980,7680539,casablanca,anfa,374,SAFE_25,Anfa à Casablanca
173981,7680548,casablanca,racine,596,SAFE_25,Racine à Casablanca
173982,7680567,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
173986,7680643,casablanca,zone industrielle oukacha,27,SAFE_25,Zone Industrielle Oukacha à Casablanca
173991,7680695,agadir,cite adrar,16,SAFE_10,Cité Adrar à Agadir
173992,7680699,casablanca,nassim 1,64,SAFE_25,Nassim 1 à Casablanca
173993,7680721,tanger,mozart,64,SAFE_25,Mozart à Tanger
173995,7680769,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
173996,7680770,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
173997,7680775,casablanca,racine,596,SAFE_25,Racine à Casablanca
174000,7680821,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174001,7680847,temara,messrour 2,1,LOW,Messrour 2 à Temara
174002,7680867,fes,hay al azhar,11,SAFE_10,Hay Al Azhar à Fès
174003,7680918,tanger,zemmouri,11,SAFE_10,Zemmouri à Tanger
174004,7680928,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
174005,7680947,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174008,7681014,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
174009,7681106,fes,zouagha,21,SAFE_10,Zouagha à Fès
174010,7681111,fes,zouagha,21,SAFE_10,Zouagha à Fès
174012,7681146,fes,route ain chkaf,51,SAFE_25,Route ain Chkaf à Fès
174014,7681162,fes,nouvelle ville,31,SAFE_25,Nouvelle Ville à Fès
174015,7681174,marrakech,route d agadir essaouira,143,SAFE_25,Route d'Agadir - Essaouira à Marrakech
174016,7681181,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174018,7681236,fes,route de meknes,13,SAFE_10,Route de Meknes à Fès
174019,7681262,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
174021,7681301,oujda,cgi,13,SAFE_10,CGI à Oujda
174022,7681310,tanger,manar,103,SAFE_25,Manar à Tanger
174024,7681341,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174028,7681416,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174029,7681417,casablanca,racine,596,SAFE_25,Racine à Casablanca
174030,7681454,fes,route de meknes,13,SAFE_10,Route de Meknes à Fès
174031,7681462,marrakech,izdihar,97,SAFE_25,Izdihar à Marrakech
174032,7681464,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
174033,7681484,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
174034,7681488,casablanca,cil hay salam,225,SAFE_25,CIL (Hay Salam) à Casablanca
174035,7681508,mohammedia,wafa,25,SAFE_25,Wafa à Mohammedia
174036,7681523,bouznika,hay toummert,9,SAFE_5,Hay Toummert à Bouznika
174046,7681635,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
174049,7681685,marrakech,issil,29,SAFE_25,Issil à Marrakech
174050,7681720,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
174052,7681858,sale,tabriquet,37,SAFE_25,Tabriquet à Salé
174053,7681874,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174054,7681922,casablanca,hermitage,63,SAFE_25,Hermitage à Casablanca
174055,7681930,rabat,souissi,566,SAFE_25,Souissi à Rabat
174058,7682006,casablanca,hay alhoda,1,LOW,Hay Alhoda à Casablanca
174059,7682015,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174060,7682059,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
174061,7682073,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
174062,7682078,sale,sala el jadida,84,SAFE_25,Sala el Jadida à Salé
174063,7682102,bouznika,quartier industriel,31,SAFE_25,Quartier Industriel à Bouznika
174064,7682115,tanger,ahlane,96,SAFE_25,Ahlane à Tanger
174077,7682369,marrakech,riad al atlas,31,SAFE_25,Riad Al Atlas à Marrakech
174080,7682433,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174081,7682437,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
174083,7682488,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
174085,7682496,casablanca,californie,735,SAFE_25,Californie à Casablanca
174086,7682500,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
174089,7682581,temara,skikina,28,SAFE_25,Skikina à Temara
174094,7682663,el jadida,jawhara,10,SAFE_10,Jawhara à El Jadida
174096,7682697,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
174098,7682737,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174099,7682748,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174101,7682768,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174103,7682781,casablanca,racine,596,SAFE_25,Racine à Casablanca
174104,7682783,fes,hay bensouda,12,SAFE_10,Hay Bensouda à Fès
174106,7682832,rabat,hay nahda,43,SAFE_25,Hay Nahda à Rabat
174107,7682843,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
174108,7682850,bouznika,plage oued cherrat,118,SAFE_25,Plage Oued Cherrat à Bouznika
174109,7682864,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
174112,7682921,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174115,7682968,essaouira,bab doukkala,7,SAFE_5,Bab Doukkala à Essaouira
174116,7683006,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
174117,7683029,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174118,7683035,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
174119,7683053,bouznika,hamza,21,SAFE_10,Hamza à Bouznika
174120,7683076,casablanca,hay salama,19,SAFE_10,Hay Salama à Casablanca
174121,7683084,meknes,wislane,53,SAFE_25,Wislane à Meknes
174122,7683121,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
174124,7683206,sale,hay karima,6,SAFE_5,Hay Karima à Salé
174127,7683258,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174128,7683269,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174129,7683308,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
174131,7683364,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174133,7683390,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
174134,7683410,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174135,7683514,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174136,7683537,kenitra,maghrib arabi,29,SAFE_25,Maghrib Arabi à Kénitra
174137,7683551,marrakech,samlalia,132,SAFE_25,Samlalia à Marrakech
174138,7683569,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
174139,7683603,el jadida,al kodia,9,SAFE_5,Al Kodia à El Jadida
174140,7683614,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174141,7683641,casablanca,nassim 1,64,SAFE_25,Nassim 1 à Casablanca
174142,7683665,casablanca,beausejour,150,SAFE_25,Beauséjour à Casablanca
174143,7683710,casablanca,roches noires,198,SAFE_25,Roches Noires à Casablanca
174144,7683742,casablanca,bourgogne est,157,SAFE_25,Bourgogne Est à Casablanca
174147,7683871,sale,sidi hajji,27,SAFE_25,Sidi Hajji à Salé
174148,7683881,rabat,riyad,566,SAFE_25,Riyad à Rabat
174149,7683895,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174153,7683964,casablanca,hay hassani,116,SAFE_25,Hay Hassani à Casablanca
174154,7683985,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
174155,7684027,rabat,hassan centre ville,119,SAFE_25,Hassan - Centre Ville à Rabat
174156,7684031,tanger,marjane,165,SAFE_25,Marjane à Tanger
174157,7684070,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
174158,7684071,oujda,lazaret,21,SAFE_10,Lazaret à Oujda
174160,7684103,meknes,hamria,152,SAFE_25,Hamria à Meknes
174162,7684155,casablanca,nassim 1,64,SAFE_25,Nassim 1 à Casablanca
174163,7684160,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
174166,7684168,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
174167,7684192,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
174170,7684221,marrakech,izdihar,97,SAFE_25,Izdihar à Marrakech
174172,7684303,mohammedia,riad 2,4,LOW,Riad 2 à Mohammedia
174173,7684306,casablanca,hay antaria,6,SAFE_5,Hay Antaria à Casablanca
174174,7684339,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174176,7684355,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174177,7684384,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174178,7684413,kenitra,la ville haute,69,SAFE_25,La Ville Haute à Kénitra
174179,7684465,tanger,mghogha,80,SAFE_25,Mghogha à Tanger
174183,7684515,casablanca,plateau al batha,38,SAFE_25,Plateau (Al Batha) à Casablanca
174185,7684567,casablanca,ain diab extension,188,SAFE_25,Ain Diab Extension à Casablanca
174186,7684578,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
174187,7684597,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
174188,7684601,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174189,7684623,marrakech,route de safi,237,SAFE_25,Route de Safi à Marrakech
174190,7684637,sale,sakani,12,SAFE_10,Sakani à Salé
174191,7684640,tanger,marjane,165,SAFE_25,Marjane à Tanger
174195,7684687,rabat,agdal,313,SAFE_25,Agdal à Rabat
174196,7684692,casablanca,ain borja,88,SAFE_25,Ain Borja à Casablanca
174197,7684704,marrakech,ennakhil palmeraie,469,SAFE_25,Ennakhil (Palmeraie) à Marrakech
174198,7684751,casablanca,lekrimat,13,SAFE_10,Lekrimat à Casablanca
174200,7684771,casablanca,belvedere,301,SAFE_25,Belvédère à Casablanca
174202,7684778,tetouan,el mdrassi,5,SAFE_5,El Mdrassi à Tétouan
174212,7685192,el jadida,biranzarane,8,SAFE_5,Biranzarane à El Jadida
174213,7685215,tanger,boukhalef,98,SAFE_25,Boukhalef à Tanger
174215,7685238,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174217,7685278,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
174218,7685285,casablanca,salmia 2,26,SAFE_25,Salmia 2 à Casablanca
174219,7685291,temara,wifak,121,SAFE_25,Wifak à Temara
174220,7685322,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
174221,7685326,skhirat,plage rose maree,34,SAFE_25,Plage rose marée à Skhirat
174237,7685467,kenitra,el hadadda,51,SAFE_25,El Hadadda à Kénitra
174238,7685493,tetouan,touabel,1,LOW,Touabel à Tétouan
174242,7685552,fes,hay moulay el kamel,4,LOW,Hay Moulay El Kamel à Fès
174243,7685556,sale,sakani,12,SAFE_10,Sakani à Salé
174245,7685599,kenitra,oulad wjih,62,SAFE_25,Oulad Wjih à Kénitra
174246,7685611,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
174247,7685630,casablanca,gauthier,422,SAFE_25,Gauthier à Casablanca
174251,7685752,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174258,7685920,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174259,7685933,tanger,mozart,64,SAFE_25,Mozart à Tanger
174261,7685961,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174262,7685966,rabat,riyad,566,SAFE_25,Riyad à Rabat
174264,7685989,marrakech,mhamid,253,SAFE_25,Mhamid à Marrakech
174266,7686055,kenitra,el hadadda,51,SAFE_25,El Hadadda à Kénitra
174269,7686080,casablanca,ahl loghlam hay assalam,21,SAFE_10,Ahl Loghlam (Hay Assalam) à Casablanca
174270,7686085,casablanca,val fleury,190,SAFE_25,Val Fleury à Casablanca
174271,7686099,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
174273,7686112,casablanca,maarif,326,SAFE_25,Maârif à Casablanca
174274,7686121,casablanca,hay mohammadi,65,SAFE_25,Hay Mohammadi à Casablanca
174275,7686143,casablanca,racine,596,SAFE_25,Racine à Casablanca
174276,7686170,meknes,marjane,146,SAFE_25,Marjane à Meknes
174277,7686209,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174279,7686232,casablanca,ferme bretonne hay arraha,189,SAFE_25,Ferme Bretonne (Hay Arraha) à Casablanca
174280,7686250,casablanca,californie,735,SAFE_25,Californie à Casablanca
174281,7686280,casablanca,racine,596,SAFE_25,Racine à Casablanca
174283,7686369,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174284,7686429,casablanca,nassim 2,43,SAFE_25,Nassim 2 à Casablanca
174285,7686447,mohammedia,al aalia,51,SAFE_25,Al Aalia à Mohammedia
174287,7686469,casablanca,sidi maarouf,518,SAFE_25,Sidi Maarouf à Casablanca
174288,7686482,el jadida,sidi moussa,18,SAFE_10,Sidi Moussa à El Jadida
174289,7686484,casablanca,les princesses,332,SAFE_25,Les princesses à Casablanca
174290,7686495,marrakech,amerchich,50,SAFE_25,Amerchich à Marrakech
174291,7686519,meknes,marjane,146,SAFE_25,Marjane à Meknes
174292,7686525,marrakech,hay mabrouka,95,SAFE_25,Hay Mabrouka à Marrakech
174295,7686545,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174296,7686550,rabat,riyad,566,SAFE_25,Riyad à Rabat
174297,7686552,marrakech,route casablanca,269,SAFE_25,Route Casablanca à Marrakech
174298,7686577,casablanca,palmier,340,SAFE_25,Palmier à Casablanca
174300,7686591,mohammedia,rachidia,5,SAFE_5,Rachidia à Mohammedia
174302,7686606,kenitra,maghrib arabi,29,SAFE_25,Maghrib Arabi à Kénitra
174303,7686622,sale,hay chmaou,56,SAFE_25,Hay Chmaou à Salé
174304,7686623,casablanca,cil hay salam,225,SAFE_25,CIL (Hay Salam) à Casablanca
174309,7686696,meknes,al bassatine,56,SAFE_25,Al bassatine à Meknes
174311,7686723,rabat,akkari,8,SAFE_5,Akkari à Rabat
174312,7686725,tanger,ziaten,49,SAFE_25,Ziaten à Tanger
174314,7686758,skhirat,imarat,15,SAFE_10,Imarat à Skhirat
174315,7686780,mohammedia,diour dokala,4,LOW,Diour Dokala à Mohammedia
174316,7686808,casablanca,sidi moumen,119,SAFE_25,Sidi Moumen à Casablanca
174318,7686816,tetouan,saniat errmel,11,SAFE_10,Saniat Errmel à Tétouan
174321,7686838,marrakech,route de safi,237,SAFE_25,Route de Safi à Marrakech
174322,7686869,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174323,7686870,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
174326,7686897,agadir,hay mohammadi,183,SAFE_25,Hay Mohammadi à Agadir
174327,7686899,mohammedia,al qods,5,SAFE_5,Al Qods à Mohammedia
174329,7686920,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174332,7686955,fes,route immouzer,38,SAFE_25,Route Immouzer à Fès
174333,7686958,marrakech,gueliz,1250,SAFE_25,Guéliz à Marrakech
174334,7686960,kenitra,maamora,58,SAFE_25,Maamora à Kénitra
174335,7686974,casablanca,les hopitaux,385,SAFE_25,Les Hôpitaux à Casablanca
174337,7686993,rabat,agdal,313,SAFE_25,Agdal à Rabat
174338,7687029,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174339,7687036,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
174341,7687053,meknes,marjane,146,SAFE_25,Marjane à Meknes
174344,7687097,meknes,hamria,152,SAFE_25,Hamria à Meknes
174345,7687099,meknes,marjane,146,SAFE_25,Marjane à Meknes
174346,7687119,sale,kharouba,1,LOW,Kharouba à Salé
174351,7687272,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174353,7687282,tetouan,martil,5,SAFE_5,Martil à Tétouan
174354,7687283,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174357,7687306,mohammedia,la siesta,62,SAFE_25,La Siesta à Mohammedia
174358,7687316,casablanca,ain diab,457,SAFE_25,Ain Diab à Casablanca
174359,7687323,bouznika,hamza,21,SAFE_10,Hamza à Bouznika
174362,7687362,tanger,tanger city center,86,SAFE_25,Tanger City Center à Tanger
174364,7687373,fes,quartier oued fes,34,SAFE_25,Quartier Oued Fes à Fès
174365,7687376,casablanca,bernoussi,99,SAFE_25,Bernoussi à Casablanca
174366,7687377,casablanca,hay mohammadi,65,SAFE_25,Hay Mohammadi à Casablanca
174367,7687380,casablanca,hay arrahma,3,LOW,Hay Arrahma à Casablanca
174368,7687402,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174371,7687411,tanger,administratif,164,SAFE_25,Administratif à Tanger
174372,7687414,kenitra,maghrib arabi,29,SAFE_25,Maghrib Arabi à Kénitra
174373,7687432,fes,oued fes,3,LOW,Oued Fes à Fès
174374,7687434,temara,maghreb arabi,7,SAFE_5,Maghreb Arabi à Temara
174377,7687466,kenitra,maghrib arabi,29,SAFE_25,Maghrib Arabi à Kénitra
174378,7687467,rabat,riyad,566,SAFE_25,Riyad à Rabat
174379,7687479,fes,hay tazi,2,LOW,Hay Tazi à Fès
174380,7687491,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174383,7687533,casablanca,hay lmkansa,18,SAFE_10,Hay Lmkansa à Casablanca
174384,7687551,mohammedia,nassim,37,SAFE_25,Nassim à Mohammedia
174385,7687558,casablanca,derb ghalef,98,SAFE_25,Derb Ghalef à Casablanca
174386,7687568,rabat,hay nahda,43,SAFE_25,Hay Nahda à Rabat
174387,7687601,casablanca,ain sebaa,344,SAFE_25,Aïn Sebaâ à Casablanca
174388,7687602,casablanca,anassi,40,SAFE_25,Anassi à Casablanca
174389,7687604,settat,hay salam,6,SAFE_5,Hay salam à Settat
174392,7687680,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174393,7687691,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174394,7687692,casablanca,la gironde,122,SAFE_25,La Gironde à Casablanca
174395,7687702,casablanca,al farah dar essalam,11,SAFE_10,Al Farah Dar Essalam à Casablanca
174397,7687741,casablanca,bourgogne ouest,380,SAFE_25,Bourgogne Ouest à Casablanca
174398,7687747,mohammedia,port,3,LOW,Port à Mohammedia
174399,7687765,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174400,7687781,casablanca,hay inara,27,SAFE_25,Hay Inara à Casablanca
174401,7687782,casablanca,oulfa,409,SAFE_25,Oulfa à Casablanca
174405,7687868,casablanca,maarif extension,351,SAFE_25,Maârif Extension à Casablanca
174406,7687869,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174407,7687880,casablanca,racine,596,SAFE_25,Racine à Casablanca
174408,7687892,casablanca,mers sultan,170,SAFE_25,Mers Sultan à Casablanca
174409,7687907,casablanca,al farah dar essalam,11,SAFE_10,Al Farah Dar Essalam à Casablanca
