artifact_row_index,source_id,city,district,support,tier
233723,8333350,marrakech,amerchich,50,SAFE_25
240909,8401911,marrakech,amerchich,50,SAFE_25
235958,8362192,el jadida,hay essalam,49,SAFE_25
231859,8304660,rabat,guich oudaya,48,SAFE_25
236702,8369265,benslimane,golf de benslimane,48,SAFE_25
231747,8302590,agadir,haut founty,47,SAFE_25
242644,8409469,agadir,haut founty,47,SAFE_25
242752,8409816,marrakech,sidi mimoun,47,SAFE_25
232977,8322908,el jadida,corniche,46,SAFE_25
234344,8341785,marrakech,sidi youssef,46,SAFE_25
217584,8201682,marrakech,bab ghmat,45,SAFE_25
227133,8274976,el jadida,al boustane,44,SAFE_25
233766,8333973,el jadida,al boustane,44,SAFE_25
225399,8264569,rabat,hay nahda,43,SAFE_25
231363,8295227,rabat,hay nahda,43,SAFE_25
231986,8306752,marrakech,assouel,43,SAFE_25
233139,8325457,rabat,hay nahda,43,SAFE_25
237305,8374994,rabat,hay nahda,43,SAFE_25
237697,8378779,rabat,hay nahda,43,SAFE_25
237699,8378782,rabat,hay nahda,43,SAFE_25
238678,8386732,rabat,hay nahda,43,SAFE_25
241822,8406422,rabat,hay nahda,43,SAFE_25
236461,8367288,tanger,branes 2,42,SAFE_25
240464,8399511,casablanca,beausite,41,SAFE_25
207161,8051987,marrakech,azzouzia,40,SAFE_25
213853,8144340,marrakech,azzouzia,40,SAFE_25
229556,8286798,marrakech,azzouzia,40,SAFE_25
232261,8311439,marrakech,azzouzia,40,SAFE_25
236938,8371410,marrakech,azzouzia,40,SAFE_25
237006,8371978,marrakech,azzouzia,40,SAFE_25
238381,8384374,marrakech,azzouzia,40,SAFE_25
238919,8388674,marrakech,azzouzia,40,SAFE_25
239090,8389861,marrakech,azzouzia,40,SAFE_25
242215,8407953,marrakech,azzouzia,40,SAFE_25
239653,8394094,casablanca,sidi belyout,39,SAFE_25
231035,8291952,rabat,diour jamaa,38,SAFE_25
236240,8365014,fes,route immouzer,38,SAFE_25
238203,8383112,rabat,diour jamaa,38,SAFE_25
242244,8408068,rabat,diour jamaa,38,SAFE_25
238246,8383299,essaouira,essaouira el jadida,37,SAFE_25
239717,8394625,mohammedia,mannesmann,37,SAFE_25
241393,8404401,mohammedia,mannesmann,37,SAFE_25
235043,8350960,sal c3 a9,sala el jadida,36,SAFE_25
236758,8369645,sal c3 a9,sala el jadida,36,SAFE_25
237272,8374705,sal c3 a9,sala el jadida,36,SAFE_25
208283,8061618,k c3 a9nitra,la ville haute,35,SAFE_25
226634,8272128,k c3 a9nitra,la ville haute,35,SAFE_25
237672,8378278,temara,riad oulad mtaa,35,SAFE_25
238910,8388634,temara,riad oulad mtaa,35,SAFE_25
240459,8399453,k c3 a9nitra,la ville haute,35,SAFE_25
241484,8404858,casablanca,tantonville,33,SAFE_25
242196,8407858,casablanca,tantonville,33,SAFE_25
231813,8303853,k c3 a9nitra,el hadadda,32,SAFE_25
232142,8309323,k c3 a9nitra,el hadadda,32,SAFE_25
232472,8314888,marrakech,assif,32,SAFE_25
233775,8334092,k c3 a9nitra,el hadadda,32,SAFE_25
234548,8344535,k c3 a9nitra,el hadadda,32,SAFE_25
237122,8372986,k c3 a9nitra,el hadadda,32,SAFE_25
241562,8405195,marrakech,assif,32,SAFE_25
241711,8405902,marrakech,assif,32,SAFE_25
212401,8120891,casablanca,moulay youssef,31,SAFE_25
216010,8178199,bouznika,quartier industriel,31,SAFE_25
218451,8212619,casablanca,moulay youssef,31,SAFE_25
236105,8363577,marrakech,riad al atlas,31,SAFE_25
232073,8308062,essaouira,route de marrakech,29,SAFE_25
242849,8410054,marrakech,issil,29,SAFE_25
170066,7593667,temara,skikina,28,SAFE_25
220511,8231923,t c3 a9touan,route de ceuta,28,SAFE_25
226493,8271301,agadir,illigh,28,SAFE_25
231397,8295919,t c3 a9touan,route de ceuta,28,SAFE_25
233584,8331148,t c3 a9touan,route de ceuta,28,SAFE_25
234129,8338960,temara,skikina,28,SAFE_25
236662,8368995,temara,skikina,28,SAFE_25
237291,8374906,temara,massira 1,28,SAFE_25
237826,8379879,essaouira,centre ville,28,SAFE_25
238530,8385514,temara,skikina,28,SAFE_25
238906,8388576,temara,skikina,28,SAFE_25
239170,8390360,agadir,illigh,28,SAFE_25
239318,8391342,essaouira,centre ville,28,SAFE_25
241458,8404675,essaouira,centre ville,28,SAFE_25
241797,8406314,temara,massira 1,28,SAFE_25
242176,8407792,essaouira,centre ville,28,SAFE_25
213748,8142868,tanger,drissia,27,SAFE_25
218355,8211609,f c3 a8s,narjis,27,SAFE_25
220961,8235675,tanger,drissia,27,SAFE_25
222914,8251673,f c3 a8s,narjis,27,SAFE_25
223196,8253922,f c3 a8s,narjis,27,SAFE_25
231327,8294186,temara,massira 2,27,SAFE_25
233341,8327979,f c3 a8s,narjis,27,SAFE_25
234906,8349224,f c3 a8s,narjis,27,SAFE_25
235663,8358904,f c3 a8s,narjis,27,SAFE_25
236554,8368058,temara,massira 2,27,SAFE_25
220604,8232688,casablanca,derb omar,26,SAFE_25
231342,8294404,temara,abbadi,25,SAFE_25
235737,8359679,temara,abbadi,25,SAFE_25
241319,8404074,essaouira,route de safi,25,SAFE_25
241885,8406629,essaouira,route de safi,25,SAFE_25
214283,8151131,settat,smaala,9,SAFE_5
219375,8221459,settat,smaala,9,SAFE_5
221543,8240367,tanger,cap spartel,9,SAFE_5
229236,8285729,tanger,cap spartel,9,SAFE_5
231594,8299692,ifrane,atlas,9,SAFE_5
232083,8308345,meknes,plaisance,9,SAFE_5
232804,8320049,rabat,quartier administratif,9,SAFE_5
234331,8341667,meknes,plaisance,9,SAFE_5
237191,8373786,rabat,quartier administratif,9,SAFE_5
239715,8394620,agadir,siusse,9,SAFE_5
188914,7869477,rabat,hay riad,8,SAFE_5
201228,8002941,rabat,hay riad,8,SAFE_5
211059,8094114,rabat,hay riad,8,SAFE_5
212491,8122518,rabat,hay riad,8,SAFE_5
218847,8216562,rabat,hay riad,8,SAFE_5
219818,8225477,rabat,hay riad,8,SAFE_5
220229,8229293,rabat,hay riad,8,SAFE_5
221720,8242003,rabat,hay riad,8,SAFE_5
225993,8268217,rabat,hay riad,8,SAFE_5
227148,8275071,rabat,hay riad,8,SAFE_5
227155,8275109,rabat,hay riad,8,SAFE_5
231646,8300563,rabat,hay riad,8,SAFE_5
232137,8309268,essaouira,douar laarab,8,SAFE_5
232564,8316269,rabat,hay riad,8,SAFE_5
232617,8317138,essaouira,sidi kaouki,8,SAFE_5
232735,8319017,k c3 a9nitra,oulad wjih,8,SAFE_5
233424,8328978,rabat,hay riad,8,SAFE_5
233596,8331365,rabat,hay riad,8,SAFE_5
234624,8345537,rabat,hay riad,8,SAFE_5
235219,8353386,rabat,hay riad,8,SAFE_5
235335,8354968,rabat,hay riad,8,SAFE_5
235534,8357585,marrakech,iziki,8,SAFE_5
235556,8357826,rabat,hay riad,8,SAFE_5
235570,8357976,rabat,hay riad,8,SAFE_5
235649,8358745,rabat,hay riad,8,SAFE_5
235706,8359430,k c3 a9nitra,oulad wjih,8,SAFE_5
235849,8360929,rabat,hay riad,8,SAFE_5
236008,8362810,rabat,hay riad,8,SAFE_5
236116,8363710,rabat,hay riad,8,SAFE_5
236243,8365063,agadir,haut anza,8,SAFE_5
236289,8365548,rabat,hay riad,8,SAFE_5
236363,8366279,rabat,hay riad,8,SAFE_5
236669,8369042,rabat,hay riad,8,SAFE_5
236928,8371341,rabat,hay riad,8,SAFE_5
236934,8371385,rabat,hay riad,8,SAFE_5
238105,8382426,rabat,hay riad,8,SAFE_5
238724,8387004,rabat,hay riad,8,SAFE_5
239163,8390289,meknes,la cienda,8,SAFE_5
239175,8390393,essaouira,douar laarab,8,SAFE_5
239269,8390988,essaouira,sidi kaouki,8,SAFE_5
239306,8391257,rabat,hay riad,8,SAFE_5
239392,8392128,rabat,hay riad,8,SAFE_5
239870,8395754,agadir,haut anza,8,SAFE_5
240036,8396895,rabat,hay riad,8,SAFE_5
240488,8399622,agadir,haut anza,8,SAFE_5
240634,8400277,essaouira,sidi kaouki,8,SAFE_5
241110,8403065,k c3 a9nitra,oulad wjih,8,SAFE_5
241111,8403066,k c3 a9nitra,oulad wjih,8,SAFE_5
241387,8404371,rabat,hay riad,8,SAFE_5
241431,8404541,rabat,hay riad,8,SAFE_5
241764,8406134,rabat,hay riad,8,SAFE_5
241923,8406805,rabat,hay riad,8,SAFE_5
242152,8407676,mohammedia,hay al horria,8,SAFE_5
242520,8409080,rabat,hay riad,8,SAFE_5
242881,8410132,rabat,hay riad,8,SAFE_5
242898,8410167,rabat,hay riad,8,SAFE_5
217274,8197049,t c3 a9touan,saniat errmel,7,SAFE_5
218726,8215271,essaouira,idaougard,7,SAFE_5
218859,8216677,t c3 a9touan,saniat errmel,7,SAFE_5
222402,8247559,rabat,les oudayas,7,SAFE_5
226145,8269053,t c3 a9touan,saniat errmel,7,SAFE_5
227654,8277697,el jadida,narjiss,7,SAFE_5
231560,8299312,t c3 a9touan,saniat errmel,7,SAFE_5
236131,8363854,meknes,ancien combatant,7,SAFE_5
237444,8376213,el jadida,narjiss,7,SAFE_5
238065,8381959,rabat,les oudayas,7,SAFE_5
239158,8390245,t c3 a9touan,saniat errmel,7,SAFE_5
239485,8392757,rabat,les oudayas,7,SAFE_5
241085,8402910,rabat,les oudayas,7,SAFE_5
219676,8224089,f c3 a8s,mont fleuri,6,SAFE_5
231848,8304457,agadir,bouargane,6,SAFE_5
235388,8355623,t c3 a9touan,cabo negro,6,SAFE_5
235857,8361007,f c3 a8s,mont fleuri,6,SAFE_5
235863,8361107,tanger,star hill,6,SAFE_5
236671,8369052,f c3 a8s,mont fleuri,6,SAFE_5
237151,8373222,agadir,bouargane,6,SAFE_5
238886,8388441,agadir,bouargane,6,SAFE_5
239019,8389372,essaouira,raounak,6,SAFE_5
239926,8396210,essaouira,raounak,6,SAFE_5
241192,8403481,essaouira,raounak,6,SAFE_5
241224,8403637,agadir,amsernate,6,SAFE_5
212850,8128685,sal c3 a9,tabriquet,5,SAFE_5
213045,8131612,t c3 a9touan,wilaya,5,SAFE_5
213047,8131647,t c3 a9touan,wilaya,5,SAFE_5
215404,8168434,marrakech,hay al haouz,5,SAFE_5
217204,8196175,t c3 a9touan,touabel,5,SAFE_5
218801,8216120,t c3 a9touan,martil,5,SAFE_5
224161,8260350,t c3 a9touan,wilaya,5,SAFE_5
228123,8280215,f c3 a8s,agdal,5,SAFE_5
231837,8304228,sal c3 a9,tabriquet,5,SAFE_5
232038,8307455,sal c3 a9,tabriquet,5,SAFE_5
232067,8307980,sal c3 a9,tabriquet,5,SAFE_5
232810,8320124,f c3 a8s,route se sefrou,5,SAFE_5
232998,8323156,f c3 a8s,route se sefrou,5,SAFE_5
234607,8345285,sal c3 a9,tabriquet,5,SAFE_5
234783,8347403,t c3 a9touan,martil,5,SAFE_5
235152,8352305,sal c3 a9,tabriquet,5,SAFE_5
235381,8355498,f c3 a8s,route de meknes,5,SAFE_5
235771,8360071,el jadida,hay riad,5,SAFE_5
237265,8374656,f c3 a8s,route se sefrou,5,SAFE_5
237842,8380073,tanger,nzaha,5,SAFE_5
238250,8383308,marrakech,hay mohammadi,5,SAFE_5
240118,8397337,t c3 a9touan,touabel,5,SAFE_5
240403,8399108,f c3 a8s,route se sefrou,5,SAFE_5
240612,8400135,rabat,takadoum,5,SAFE_5
240678,8400551,agadir,assaka,5,SAFE_5
241292,8403966,safi,safi 1,5,SAFE_5
241844,8406485,marrakech,hay al haouz,5,SAFE_5
