artifact_row_index,source_id,district
188792,7867943,racine
188793,7867957,les orangers
188795,7868045,hamria
188796,7868056,hamria
188797,7868067,ain borja
188799,7868075,fath el kheir
188800,7868091,aourir
188801,7868098,sidi maarouf
188802,7868116,beni yakhlef
188803,7868118,wifak
188804,7868119,ouled teima
188805,7868138,ait melloul
188806,7868140,californie
188807,7868141,medina
188808,7868150,ismalia
188810,7868164,sala el jadida
188811,7868197,ain attig
188812,7868207,sidi bouzid
188813,7868241,bourgogne ouest
188814,7868244,route ain chkaf
188815,7868268,zone industrielle agadir
188816,7868294,tahannaout
188817,7868315,hay massira
188819,7868345,hay chifa
188821,7868371,route de fez
188822,7868395,racine
188823,7868399,ain sebaa
188824,7868401,centre
188825,7868403,tamesna
188826,7868426,el hadadda
188827,7868439,tanja balia
188828,7868444,dar bouazza
188829,7868457,tamouda
188830,7868465,amelkis
188831,7868475,oulad salah
188833,7868486,assaka
188834,7868494,errahma
188835,7868495,marjane
188836,7868514,quartier industriel
188837,7868531,selouane
188838,7868538,racine
188839,7868546,bd derfoufi
188840,7868547,beaus c3 a9jour
188841,7868567,triangle d or
188842,7868568,al hadiqa
188843,7868576,centre
188844,7868577,asilah
188845,7868580,centre
188846,7868583,route casablanca
188847,7868597,dar bouazza
188848,7868604,achakar
188849,7868642,lido
188850,7868645,route de l ourika
188851,7868646,gueliz
188852,7868667,souihla
188853,7868673,ain sebaa
188855,7868688,route amizmiz
188856,7868742,gueliz
188857,7868753,souk tlet el gharb
188859,7868789,centre
188860,7868799,tameslohte
188861,7868802,hay mohammadi
188862,7868805,nouaceur
188864,7868835,sidi maarouf
188865,7868857,sidi bouknadel
188866,7868899,hay nejma
188868,7868963,hamza
188869,7868985,sidi bibi
188870,7869012,al kawtar
188871,7869018,la gironde
188872,7869023,ennakhil palmeraie
188873,7869026,quartier oued fes
188874,7869031,al qods
188875,7869035,agdal
188876,7869071,malabata
188877,7869105,oued amlil
188878,7869118,sala el jadida
188879,7869120,tikiouine
188880,7869121,jawhar
188881,7869129,gueliz
188882,7869142,gueliz
188883,7869183,tiznit
188884,7869187,route de l ourika
188885,7869200,ville verte
188886,7869202,route casablanca
188887,7869214,monica
188888,7869219,hay inara
188889,7869234,bouaakkaz
188890,7869241,cgi
188891,7869247,maarif
188892,7869276,hay targa
188893,7869277,hivernage
188895,7869283,tanja balia
188896,7869316,entree sud
188897,7869327,quartier oued fes
188898,7869329,mouilha
188900,7869374,oulfa
188902,7869405,plage rose maree
188903,7869411,souissi
188904,7869414,souissi
188905,7869415,souissi
188906,7869423,souissi
188907,7869424,zouagha
188908,7869425,quartier des ambassades
188909,7869439,riyad
188910,7869443,midelt
188911,7869469,dar bouazza
188912,7869470,riyad
188913,7869476,oasis
188915,7869479,hay bensouda
188916,7869480,souissi
188917,7869495,zouagha
188918,7869511,souissi
188919,7869572,zone industrielle moulay rachid
188920,7869622,longchamps hay al hanaa
188921,7869644,centre
188922,7869648,el menzeh
188923,7869654,entree sud
188924,7869660,bourgogne ouest
188925,7869671,beni touzine
188926,7869672,tetouan
188927,7869683,ennakhil palmeraie
188928,7869688,quartier du parc
188929,7869699,oulfa
188930,7869711,berkane
188931,7869722,riad oulad mtaa
188932,7869723,sidi maarouf
188933,7869726,jirrari
188934,7869736,martil
188935,7869749,derb ghalef
188936,7869751,guich oudaya
188937,7869753,marjane
188938,7869756,zenata
188939,7869759,route de l ourika
188940,7869765,medina
188941,7869780,berrechid
188942,7869784,hivernage
188944,7869799,el matar cite aviation
188945,7869808,bettana
188946,7869841,ain orma
188947,7869842,hay el menzah
188948,7869846,ain diab
188949,7869900,route ain chkaf
188950,7869908,al wifaq
188951,7869922,maarif extension
188952,7869923,el fath
188953,7869990,el matar
188954,7869997,sidi hajjaj oued hassar
188955,7870006,gueliz
188956,7870023,bouskoura ville
188957,7870035,bouskoura ville
188959,7870052,jbilat
188960,7870057,route casablanca
188961,7870069,roches noires
188962,7870070,riad oulad mtaa
188963,7870090,route d agadir essaouira
188964,7870112,sidi moussa
188965,7870121,victoria
188968,7870216,harhoura
188969,7870233,sania
188970,7870237,centre
188971,7870305,les hopitaux
188972,7870337,el qaria
188974,7870374,malabata
188975,7870376,malabata
188976,7870379,riyad
188977,7870407,mozart
188978,7870415,abattoirs
188980,7870436,hay ez zaitoune
188981,7870437,route amizmiz
188983,7870440,quartier des ambassades
188984,7870451,sala el jadida
188985,7870457,fnideq
188987,7870460,centre ville
188988,7870461,beni mellal
188989,7870463,quartier des ambassades
188990,7870467,route de ouarzazate
188991,7870470,agdal
188992,7870472,tan tan
188993,7870478,hermitage
188994,7870482,lissasfa
188996,7870505,ain diab
188997,7870528,gueliz
188998,7870537,hay targa
188999,7870540,bel air val fleuri
189000,7870610,les princesses
189001,7870618,route de tahanaout
189002,7870635,hay nahda
189003,7870650,cil hay salam
189004,7870656,mannesmann
189005,7870666,derb chtouka
189006,7870673,hay essalam
189007,7870682,arfoud
189008,7870685,malabata
189009,7870701,mellah
189010,7870712,bernoussi
189011,7870714,tanja balia
189012,7870718,tanja balia
189013,7870722,hay hassani
189014,7870752,marjane
189015,7870785,zenata
189016,7870793,les princesses
189017,7870794,oulad wjih
189018,7870799,les princesses
189019,7870811,tetouan
189020,7870813,selouane
189021,7870839,californie
189023,7870864,illigh
189024,7870865,agdal
189025,7870890,tameslohte
189026,7870899,tanja balia
189027,7870900,bouskoura ville
189028,7870907,el mers 2
189029,7870918,gueznaia
189030,7870922,beni mellal
189031,7870924,hay chmaou
189032,7870927,abbadi
189033,7870952,biougra
189034,7870961,wifak
189035,7870998,oulad wjih
189036,7871016,bouskoura ville
189037,7871018,boulevard med 6
189038,7871043,racine
189039,7871059,route casablanca
189040,7871061,ben saleh
189041,7871065,centre
189044,7871144,al aalia
189045,7871151,nouvelle ville
189046,7871156,hay chrifa
189047,7871169,boustane
189048,7871185,hay al falah
189049,7871193,beni mellal
189050,7871196,belvedere
189051,7871209,bouskoura ville
189052,7871220,ain borja
189053,7871228,al kawtar
189054,7871234,berrechid
189055,7871236,bouskoura ville
189056,7871237,val fleuri
189057,7871252,les hopitaux
189058,7871268,route de meknes
189059,7871283,hamria
189060,7871286,essebtiyen
189061,7871290,ennakhil palmeraie
189062,7871307,tamazouzte
189063,7871316,du golf
189064,7871325,hivernage
189065,7871347,gueliz
189066,7871349,boulevard med 6
189067,7871351,route de fez
189068,7871355,hay mohammadi
189069,7871448,ain diab
189070,7871461,maarif extension
189071,7871466,m dina k dima l ancienne medina
189072,7871468,mirleft
189073,7871480,agadir melloul
189074,7871535,aouama gharbia
189075,7871543,nouaceur
189076,7871549,fnideq
189077,7871555,agdal
189078,7871557,ksar el kebir
189079,7871558,hay salam
189080,7871561,saidia
189081,7871565,ouled berhil
189082,7871571,centre
189083,7871593,riyad
189084,7871608,route ain chkaf
189085,7871609,racine
189086,7871612,route ain chkaf
189087,7871640,centre
189088,7871658,tanja balia
189089,7871659,berrechid
189090,7871661,malabata
189092,7871691,les princesses
189094,7871715,mozart
189095,7871738,agdal
189096,7871747,asilah
189097,7871756,sidi moumen
189098,7871763,abbadi
189099,7871765,moulay youssef
189100,7871770,de la plage
189101,7871782,agdal
189102,7871786,centre
189103,7871792,de la plage
189104,7871808,gueliz
189105,7871812,dar bouazza
189106,7871830,zagora
189107,7871854,dar bouazza
189108,7871869,eddir
189109,7871901,gueliz
189110,7871913,centre
189111,7871916,nouvelle ville
189112,7871918,martil
189113,7871919,hay lmkansa
189114,7871921,hamria
189115,7871927,tameslohte
189116,7871931,sahel oulad h riz
189117,7871939,alfilline
189118,7871957,ahfir
189119,7871965,gueliz
189120,7871972,centre
189121,7871981,centre
189122,7871988,mallalienne
189123,7871992,route se sefrou
189124,7872013,sidi rahal
189125,7872016,samlalia
189126,7872020,bernoussi
189127,7872026,benjdia
189128,7872039,route de safi
189129,7872047,bouskoura ville
189130,7872081,fes city center
189131,7872084,route de ouarzazate
189132,7872099,harhoura
189133,7872110,izdihar
189135,7872235,ain attig
189136,7872238,maarif
189137,7872257,bir jdid
189138,7872263,route ain chkaf
189139,7872265,taza
189140,7872273,mimosas
189142,7872331,la colline
189143,7872333,golf de benslimane
189144,7872335,sidi maarouf
189145,7872375,el menzeh
189146,7872384,martil
189147,7872387,harhoura
189148,7872391,boukhalef
189149,7872426,malabata
189150,7872429,tanja balia
189151,7872434,plage rose maree
189152,7872437,centre
189153,7872440,el menzeh
189154,7872454,maarif extension
189155,7872467,al qods
189156,7872489,beausite
189158,7872507,sidi abdallah ghiat
189159,7872538,cgi
189160,7872542,ahlane
189161,7872555,maarif
189162,7872559,boukhalef
189163,7872564,sidi abdallah ghiat
189164,7872565,centre ville
189165,7872599,route de l ourika
189166,7872603,dar bouazza
189167,7872604,sidi rahhal
189169,7872606,al hadiqa
189170,7872611,larache
189171,7872656,ait melloul
189173,7872695,oulfa
189176,7872851,al aroui
189177,7872871,riyad
189178,7872878,souissi
189179,7872879,sidi rahal
189180,7872887,ksar sghir
189181,7872893,les portes de marrakech
189182,7872894,cabo negro
189183,7872926,ait melloul
189185,7872935,roches noires
189186,7872937,oasis
189187,7872942,boulevard med 6
189188,7872948,route de l ourika
189189,7872971,les hopitaux
189190,7872989,boukhalef
189191,7872992,cente
189192,7872997,sidi rahal
189193,7872999,ain diab
189194,7873013,souissi
189195,7873021,aarid
189196,7873030,oasis
189198,7873056,route de l ourika
189199,7873058,haut agdal
189200,7873075,centre
189202,7873144,amelkis
189203,7873149,ain borja
189204,7873163,belvedere
189205,7873191,plage oued cherrat
189206,7873195,hamza
189207,7873197,route d agadir essaouira
189208,7873198,hamria
189209,7873205,ennakhil palmeraie
189210,7873207,amelkis
189211,7873210,al kawtar
189212,7873211,hay al amal
189213,7873225,tiznit
189214,7873237,ait sidi daoud
189215,7873241,polo
189216,7873261,bir rami est
189217,7873271,hay salam
189218,7873307,dar bouazza
189220,7873331,route de l ourika
189221,7873332,route de ouarzazate
189222,7873354,samlalia
189224,7873363,oasis
189225,7873364,oasis
189226,7873365,oasis
189227,7873445,palmier
189228,7873450,centre
189229,7873473,ismalia
189230,7873485,ain sebaa
189231,7873495,sidi abdallah ghiat
189232,7873496,hay saada 1
189233,7873518,harhoura
189234,7873569,al kawtar
189235,7873599,agdal
189236,7873612,cabo negro
189237,7873617,oulfa
189239,7873639,gauthier
189241,7873661,moujahidine
189243,7873676,mimosas
189244,7873683,hay hassani
189245,7873689,berrechid
189246,7873707,route de l ourika
189247,7873723,hay salam
189248,7873729,hay hassani
189249,7873730,route d agadir essaouira
189250,7873741,de la plage
189251,7873742,franceville
189253,7873769,route casablanca
189254,7873777,val fleury
189255,7873789,de la plage
189256,7873792,rmila
189257,7873798,derb ghalef
189258,7873808,daoudiat
189260,7873814,saidia
189261,7873817,larache
189262,7873818,azemmour
189263,7873830,larache
189264,7873836,la ville haute
189265,7873839,mimosas
189266,7873841,route de safi
189267,7873843,al qods
189268,7873849,souissi
189269,7873856,les princesses
189270,7873859,sidi el khadir
189271,7873862,khenifra
189272,7873890,tanja balia
189275,7873900,malabata
189276,7873904,tanja balia
189277,7873905,hay albaraka
189278,7873910,tanja balia
189279,7873915,malabata
189280,7873917,centre
189281,7873918,malabata
189282,7873923,el hadadda
189283,7873925,tanja balia
189284,7873936,akkari
189285,7873942,centre ville
189286,7873944,drargua
189287,7873958,salmia 2
189290,7874007,mesnana
189291,7874027,ahfir
189292,7874031,sidi rahal chatai
189294,7874087,maarif extension
189295,7874090,centre
189298,7874117,moujahidine
189299,7874146,tamesna
189300,7874160,mediouna
189301,7874166,dar bouazza
189302,7874196,dar bouazza
189303,7874220,hivernage
189304,7874224,californie
189305,7874230,lazaret
189306,7874233,hivernage
189307,7874260,marchan
189308,7874273,route de l ourika
189309,7874301,riad oulad mtaa
189310,7874302,branes 1
189311,7874336,quartier industriel
189312,7874352,ain sebaa
189313,7874355,hassan centre ville
189315,7874388,route de l ourika
189316,7874406,amerchich
189317,7874435,ait melloul
189318,7874436,route de ouarzazate
189319,7874441,ouislane
189320,7874448,centre
189321,7874455,californie
189322,7874459,gdana
189323,7874472,centre
189324,7874474,malabata
189325,7874479,tanja balia
189326,7874481,malabata
189327,7874494,route casablanca
189329,7874525,dar bouazza
189330,7874537,maarif
189331,7874548,meknassa acharqia
189332,7874556,ezzhiliga
189334,7874600,ville verte
189335,7874623,belkhir
189336,7874624,centre
189338,7874639,tanja balia
189339,7874643,tanja balia
189340,7874649,tanja balia
189341,7874660,gueliz
189342,7874664,rabat
189343,7874711,route de tahanaout
189344,7874715,centre
189345,7874729,el khattabi
189346,7874748,aarid
189347,7874760,oulfa
189348,7874765,hay targa
189351,7874778,hay targa
189352,7874786,touilaa
189354,7874801,samlalia
189355,7874803,oualidia
189356,7874811,berkane
189357,7874812,malabata
189358,7874813,hay targa
189359,7874820,oulfa
189360,7874824,berkane
189362,7874835,hay haddaouia
189363,7874836,sidi maarouf
189364,7874838,tamesna
189365,7874843,el beddouza
189366,7874864,hay hassani
189368,7874875,cabo negro
189369,7874880,cite adrar
189370,7874912,mers sultan
189371,7874917,route de ouarzazate
189372,7874919,mers sultan
189375,7874937,palmier
189376,7874950,marjane
189377,7874992,massira 1
189378,7874999,oulfa
189379,7875006,taounate
189381,7875022,malabata
189382,7875033,centre ville
189383,7875035,mozart
189384,7875042,casablanca finance city
189385,7875047,hay chmaou
189386,7875052,laayoune
189387,7875054,asilah
189388,7875061,azemmour
189389,7875080,marjane
189390,7875082,wislane
189391,7875085,ennasr
189392,7875093,ribat el kheir
189393,7875104,had soualem
189394,7875143,malabata
189395,7875169,wislane
189396,7875174,wislane
189397,7875175,wislane
189398,7875176,route amizmiz
189399,7875214,ait melloul
189400,7875217,centre
189401,7875218,azemmour
189402,7875220,marrakech
189403,7875227,centre ville
189404,7875229,temsia
189405,7875248,tanja balia
189406,7875252,centre
189407,7875268,loudaya
189408,7875276,malabata
189409,7875277,tahannaout
189410,7875281,malabata
189411,7875285,malabata
189412,7875293,oualidia
189413,7875297,beni makada lakdima
189414,7875306,ksar sghir
189415,7875320,anfa
189416,7875335,mers sultan
189417,7875339,hay houda
189418,7875342,ahlane
189419,7875349,dar bouazza
189420,7875355,el mokhfia
189421,7875366,centre
189422,7875381,mourabitine
189423,7875382,malabata
189424,7875394,la ville haute
189425,7875395,al manzla
189426,7875396,sala el jadida
189427,7875405,centre
189428,7875408,centre
189429,7875410,centre
189430,7875415,ain chock
189431,7875423,souissi
189432,7875427,souissi
189433,7875450,khouribga
189436,7875492,ksar sghir
189437,7875509,hay el matar
189438,7875516,bni ansar
189440,7875535,hay el matar
189442,7875562,mozart
189444,7875571,wafa
189445,7875578,michouar
189446,7875595,lissasfa
189448,7875636,sania
189453,7875675,wislane
189456,7875692,souissi
189457,7875713,sidi othmane
189458,7875731,dar bouazza
189459,7875768,hay m barka
189460,7875773,route de tahanaout
189461,7875774,route d agadir essaouira
189463,7875785,val fleury
189464,7875793,hay al kamal
189465,7875801,malabata
189466,7875803,sidi slimane
189467,7875805,kasbah
189468,7875826,maarif extension
189469,7875859,al kouass
189470,7875904,val fleury
189471,7875929,plage oued cherrat
189472,7875939,sania
189473,7875946,errahma
189474,7875957,sidi bou amar
189475,7875971,oulfa
189476,7875975,centre
189477,7875993,guich oudaya
189478,7875996,malabata
189479,7876000,malabata
189481,7876009,hay hassani
189482,7876012,hay hassani
189483,7876013,hay hassani
189484,7876015,hay hassani
189485,7876035,tamri
189486,7876047,roches noires
189487,7876050,centre
189488,7876052,tanja balia
189489,7876063,ghrablia
189490,7876096,tiznit
189491,7876097,quartier administratif
189492,7876103,route de marrakech
189494,7876111,hay dakhla
189495,7876112,wislane
189496,7876114,route d agadir essaouira
189497,7876128,el hadadda
189498,7876146,aida
189499,7876149,branes 2
189500,7876193,gueliz
189501,7876269,quartier bachkou
189502,7876280,lazaret
189503,7876299,al amal
189504,7876308,asilah
189505,7876310,dar bouazza
189506,7876319,marjane
189507,7876326,route amizmiz
189508,7876328,extension dakhla
189509,7876331,maghrib arabi
189510,7876359,route de safi
189511,7876366,oulfa
189512,7876376,ahlane
189513,7876403,gueliz
189515,7876418,longchamps hay al hanaa
189516,7876443,quartier des ambassades
189517,7876446,hay al massar
189518,7876450,californie
189519,7876464,achakar
189521,7876471,plage oued cherrat
189523,7876486,hivernage
189525,7876495,malabata
189526,7876498,maamora
189527,7876502,quartier des ambassades
189528,7876512,kebibat
189529,7876518,douar lareich
189530,7876570,ain chock
189531,7876583,les hopitaux
189532,7876589,tit mellil
189533,7876590,sidi othmane
189534,7876595,dar bouazza
189535,7876610,route amizmiz
189536,7876632,el menzeh
189537,7876641,haut agdal
189538,7876643,riad
189539,7876646,wislane
189540,7876652,wislane
189541,7876682,riviera
189542,7876683,hay targa
189544,7876717,bir rami est
189545,7876722,el hajeb
189546,7876746,hivernage
189547,7876748,bouskoura ville
189548,7876755,martil
189549,7876763,ain attig
189551,7876783,tabriquet
189552,7876814,oulad wjih
189553,7876821,route de fez
189554,7876834,ennakhil palmeraie
189555,7876835,harhoura
189556,7876860,maarif
189557,7876861,cil hay salam
189558,7876867,tanja balia
189559,7876877,marrakech
189561,7876892,anfa
189563,7876931,hassan centre ville
189564,7876932,route casablanca
189565,7876944,hay sadri
189566,7876956,bel air val fleuri
189567,7876976,grand boulevard ahfir
189568,7876977,beni mellal
189569,7876980,marjane
189572,7877015,sidi kaouki
189573,7877020,gueliz
189574,7877023,bir rami est
189577,7877111,deroua
189578,7877112,ain chock
189579,7877115,ain el hayat
189580,7877118,anassi
189583,7877152,ain sebaa
189584,7877172,les princesses
189586,7877194,de la plage
189587,7877238,malabata
189588,7877244,malabata
189591,7877270,de la plage
189592,7877277,ouled teima
189593,7877279,ouled teima
189596,7877308,hay massira
189597,7877320,annouzha
189598,7877372,tamazouzte
189599,7877389,les princesses
189601,7877401,californie
189602,7877402,californie
189604,7877405,californie
189605,7877406,californie
189606,7877411,liberte
189607,7877438,gueliz
189608,7877451,agdal
189610,7877463,route de safi
189611,7877464,izdihar
189612,7877470,el manar el hank
189613,7877474,haut founty
189614,7877498,riad al atlas
189615,7877512,ain chock
189616,7877514,rmilat
189617,7877529,haut agdal
189618,7877535,had soualem
189619,7877544,centre
189620,7877545,californie
189621,7877557,mhamid
189622,7877568,medina
189623,7877575,riyad
189624,7877625,hay essaada
189625,7877631,el mansouria
189626,7877634,el mansouria
189627,7877672,dar bouazza
189628,7877688,hay lmkansa
189629,7877691,sidi allal el bahraoui
189630,7877698,hay bensouda
189631,7877719,les hopitaux
189632,7877786,hay mohammadi
189633,7877806,al fath
189634,7877810,sidi youssef
189635,7877822,ville verte
189636,7877845,route de fez
189637,7877852,medina
189638,7877889,centre
189639,7877894,et taous
189641,7877957,les hopitaux
189642,7877993,quartier du parc
189643,7878059,ain sebaa
189644,7878065,centre ville
189645,7878070,khouribga
189646,7878081,centre
189647,7878087,bouskoura ville
189648,7878105,administratif
189649,7878117,derb ghalef
189650,7878130,route de l ourika
189653,7878142,anfa
189654,7878170,oulad slama
189655,7878177,fes city center
189658,7878243,sidi maarouf
189659,7878260,bettana
189660,7878280,route de ouarzazate
189662,7878311,gueliz
189663,7878330,hay salam
189664,7878373,oulad frej
189665,7878391,dar bouazza
189666,7878394,californie
189667,7878447,al osra
189668,7878449,la siesta
189669,7878464,iberie
189670,7878485,al hadiqa
189671,7878510,route nationale assilah n1
189672,7878513,selouane
189673,7878519,riyad
189674,7878542,gueliz
189675,7878573,californie
189676,7878611,sidi abdallah ghiat
189677,7878652,gueliz
189679,7878718,oulfa
189680,7878725,moujahidine
189681,7878755,malabata
189682,7878756,casablanca
189683,7878766,hay essalam
189684,7878768,route casablanca
189685,7878772,hoda
189687,7878786,arset ben chebli
189688,7878804,oulfa
189689,7878806,ourika
189690,7878807,ferme bretonne hay arraha
189691,7878809,racine
189692,7878810,azemmour
189693,7878819,ziaten
189694,7878825,skhour rhamna
189695,7878831,sidi moumen
189696,7878840,mediouna
189697,7878852,dar lamane
189698,7878863,centre
189699,7878864,gauthier
189702,7878947,azemmour
189704,7879064,riviera
189705,7879072,franceville
189706,7879076,bouskoura ville
189707,7879082,route d agadir
189708,7879085,hay albaraka
189710,7879101,hay oued dahab
189711,7879117,hay salam
189712,7879118,cente
189713,7879125,route de l ourika
189714,7879147,sidi maarouf
189715,7879158,bouskoura ville
189716,7879162,bir jdid
189717,7879164,bir jdid
189718,7879167,corniche
189719,7879171,hay al azhar
189720,7879193,ain el hayani
189721,7879239,la colline
189722,7879246,hivernage
189723,7879251,zaouiat lahdar
189724,7879252,marjane
189725,7879259,roches noires
189726,7879260,hay houda
189727,7879272,bouskoura ville
189728,7879274,bir rami est
189729,7879275,azli
189730,7879279,ahfir
189734,7879298,bouskoura ville
189735,7879304,zouagha
189736,7879310,hivernage
189737,7879331,el beddouza
189738,7879334,dar bouazza
189739,7879366,abattoirs
189740,7879367,route de rabat
189741,7879373,derb ghalef
189742,7879381,boukhalef
189743,7879388,jahjouh
189744,7879391,hay lmkansa
189745,7879396,corniche
189746,7879398,chefchaouen
189747,7879400,sidi abdallah ghiat
189748,7879414,sala el jadida
189749,7879415,malabata
189750,7879427,camp al ghoul
189751,7879434,barakia
189752,7879436,route de tahanaout
189753,7879457,route de fez
189754,7879471,nouaceur
189755,7879472,el qods
189756,7879474,centre ville
189757,7879479,oulfa
189758,7879485,roches noires
189759,7879494,ain amiyer
189760,7879506,route de fez
189761,7879512,dar bouazza
189762,7879514,tamesna
189763,7879521,route ain chkaf
189764,7879540,oulfa
189765,7879541,sidi ali ben hamdouche
189766,7879560,mesnana
189767,7879565,les hopitaux
189768,7879566,ain sebaa
189769,7879574,agourai
189770,7879582,haut founty
189771,7879583,hay annahda
189772,7879627,biougra
189773,7879632,ras el ma
189775,7879653,jawhar
189777,7879691,maarif extension
189778,7879700,al hoceima
189779,7879708,roches noires
189780,7879717,berrima
189781,7879730,amicales
189782,7879734,route casablanca
189783,7879761,samlalia
189784,7879794,hay targa
189785,7879818,bouaakkaz
189786,7879844,lissasfa
189787,7879867,gueliz
189788,7879869,sidi ali ben hamdouche
189790,7879928,tanja balia
189791,7879960,al qods
189792,7879962,racine
189793,7879970,californie
189794,7879971,hamria
189795,7879996,jawhara
189796,7880025,bourgogne ouest
189797,7880026,izdihar
189798,7880031,centre
189799,7880035,martil
189803,7880051,casablanca finance city
189805,7880076,maarif extension
189806,7880078,berrechid
189807,7880105,anfa
189808,7880108,idaougard
189809,7880124,sania
189811,7880219,agdal
189812,7880225,route de l ourika
189814,7880239,lissasfa
189815,7880240,hay el matar
189816,7880243,route de tahanaout
189817,7880286,abbadi
189818,7880296,casablanca finance city
189819,7880318,bourgogne ouest
189820,7880319,route de tahanaout
189821,7880354,hay hassani
189822,7880378,la colline
189823,7880403,sidi el khadir
189824,7880418,masmoudi
189828,7880530,al qods
189829,7880580,hay el menzah
189830,7880591,bhibah
189831,7880597,ahfir
189832,7880602,martil
189833,7880619,bouskoura ville
189834,7880622,tifelt
189835,7880624,zemmouri
189836,7880628,maarif
189837,7880629,bir gandouz
189838,7880632,ouled berhil
189839,7880647,beni mellal
189840,7880678,bouskoura ville
189841,7880767,tamesna
189845,7880809,mouassine
189846,7880831,had soualem
189847,7880832,harhoura
189849,7880870,zone industrielle mghogha
189850,7880886,route de fez
189851,7880913,ennakhil palmeraie
189852,7880919,ville nouvelle
189853,7880921,sidi bouknadel
189854,7880930,sidi rahal
189855,7880934,mhamid
189859,7880974,wislane
189860,7881006,hamria
189862,7881014,hamria
189863,7881017,marjane
189864,7881018,sidi moumen
189866,7881031,entree sud
189867,7881032,casablanca finance city
189868,7881036,bouskoura ville
189869,7881040,route de l ourika
189870,7881044,zouagha bas
189871,7881068,hay mohammadi
189872,7881076,la ville haute
189873,7881077,mimosas
189874,7881112,nassim
189875,7881118,maamora
189876,7881120,casablanca finance city
189877,7881126,dar bouazza
189878,7881137,triangle d or
189880,7881177,abbadi
189881,7881190,marchan
189882,7881198,oulfa
189883,7881206,quartier du parc
189884,7881209,chefchaouen
189885,7881230,hay mohammadi
189886,7881240,hay mohammadi
189887,7881243,najmat al janoub
189888,7881249,mouassine
189890,7881286,nouaceur
189891,7881288,dar bouazza
189892,7881297,hamria
189893,7881327,dar bouazza
189894,7881340,les portes de marrakech
189895,7881344,beni mellal
189896,7881355,anjra
189897,7881366,oasis
189898,7881368,oasis
189899,7881369,oasis
189900,7881370,oasis
189901,7881377,triangle d or
189903,7881380,oasis
189904,7881387,maarif
189905,7881410,hay oued dahab
189907,7881464,hay ennasr
189908,7881483,marrakech
189909,7881501,habbous
189910,7881505,hay targa
189911,7881506,issil
189912,7881545,lissasfa
189913,7881565,malabata
189914,7881567,bouskoura ville
189915,7881568,hassan centre ville
189917,7881612,wislane
189918,7881615,gueliz
189919,7881629,sidi bouzid
189920,7881649,bir jdid
189922,7881655,hay lalla haya
189923,7881657,souissi
189924,7881659,nahda
189926,7881664,centre
189927,7881669,racine
189928,7881686,kasba tadla
189929,7881689,asilah
189930,7881701,route de fez
189931,7881709,route de tahanaout
189932,7881712,chtouka
189934,7881727,ennakhil palmeraie
189935,7881731,sidi maarouf
189936,7881749,malabata
189937,7881777,chichaoua
189938,7881784,ait malek
189939,7881835,la ville haute
189940,7881837,bernoussi
189941,7881841,ennakhil palmeraie
189942,7881842,sehrij gnawa
189946,7881910,tanger
189948,7881952,hay salam
189949,7881955,monica
189950,7881989,firdaouss
189953,7882024,anfa
189955,7882026,anfa
189956,7882033,bel air val fleuri
189957,7882093,berkane
189958,7882098,fes city center
189959,7882119,maarif extension
189960,7882123,riyad
189962,7882150,californie
189964,7882177,boulevard med 6
189965,7882183,kasbah
189966,7882187,hay chrifa
189967,7882191,gueliz
189968,7882204,agdal
189969,7882206,hay al massar
189970,7882228,bir rami est
189971,7882239,maamora
189972,7882242,jbel kbir
189973,7882256,imarat
189974,7882257,lissasfa
189975,7882270,route de safi
189976,7882288,izdihar
189977,7882292,souissi
189978,7882301,mozart
189979,7882307,maghrib arabi
189980,7882309,gueznaia
189981,7882336,ait faska
189982,7882348,route de tahanaout
189983,7882368,plage oued cherrat
189984,7882377,centre ville
189985,7882386,assif
189986,7882397,centre ville
189987,7882407,bouskoura ville
189989,7882477,sidi harazem
189990,7882485,de la plage
189991,7882520,les chenes
189993,7882546,maarif extension
189994,7882568,taza
189995,7882571,al fath
189996,7882587,errahma
189998,7882628,cente
189999,7882630,azemmour
190000,7882632,route de l ourika
190001,7882633,azemmour
190003,7882651,hamria
190004,7882657,errahma
190005,7882661,taddart
190006,7882706,sidi moussa el majdoub
190007,7882722,amelkis
190008,7882738,malabata
190009,7882740,amelkis
190010,7882745,wifak
190011,7882755,route de tahanaout
190012,7882768,agdal
190013,7882770,hay almasjid
190014,7882811,mers sultan
190015,7882813,ennakhil palmeraie
190016,7882814,hay almasjid
190017,7882824,souissi
190018,7882825,ain haroun
190019,7882886,hay mohammadi
190020,7882893,route casablanca
190021,7882933,sidi moumen
190022,7882937,azrou
190023,7882941,azrou
190024,7882946,el gara
190025,7882958,route de l ourika
190026,7882965,oulad hamdane
190027,7882969,moujahidine
190028,7882970,route de fez
190029,7882975,route immouzer
190030,7882976,sidi allal el bahraoui
190031,7882984,zekak erroumane
190032,7882993,moulay bouzarqtoune
190033,7883000,hay moulay el kamel
190035,7883009,harhoura
190036,7883023,abouab sala
190037,7883028,dar bouazza
190038,7883032,riad salam
190039,7883033,deroua
190040,7883053,kennaria
190041,7883061,amelkis
190042,7883065,centre ville
190043,7883069,centre ville
190044,7883074,californie
190045,7883075,oasis sud
190046,7883079,lazaret
190047,7883117,route de rabat
190048,7883119,centre ville
190049,7883125,bir jdid
190050,7883160,sidi moussa
190051,7883202,gueliz
190052,7883204,selouane
