source_domain,canonical_url,review_label,review_basis
"promoimmomarrakech.com","https://promoimmomarrakech.com/produit/bl-158/location-bureau-marrakech-gueliz.html","LISTING","product detail + stable reference + transaction slug"
"promoimmomarrakech.com","https://promoimmomarrakech.com/produit/ml-47/location-magasin-marrakech-gueliz.html","LISTING","product detail + stable reference + transaction slug"
"promoimmomarrakech.com","https://promoimmomarrakech.com/produit/rvv-107/vente-riad-marrakech-bab-doukala.html","LISTING","product detail + stable reference + transaction slug"
"promoimmomarrakech.com","https://promoimmomarrakech.com/produit/mv-187/vente-magasin-marrakech-gueliz.html","LISTING","product detail + stable reference + transaction slug"
"aykana.ma","https://aykana.ma/property/vente-fond-de-commerce-rabat-hay-riad-ref-1030","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-appartement-rabat-bas-agdal-ref-3071","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-rdc-de-villa-bureau-usage-professionnel-hay-riad-rabat-ref-4269","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-ferme-benslimane-ref-3624","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-rabat-hay-riad-prestigia-ref-4200","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-fond-de-commerce-rabat-agdal-ref-1658","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-meuble-de-prestige-a-marina-sale-ref-4091","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-bureau-rabat-agdal-ref-2373","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-villa-sale-sidi-allal-el-bahraoui-ref-1145","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-appartement-duplex-a-rabat-hay-riad-ref-4299","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/appartement-meuble-a-louer-hay-riyad-prestigia-ref-4308","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-villa-tetouan-mdiq-tamouda-bay-ref-3329","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-terrain-tamesna-ref-683","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-appartement-en-exclusivite-a-rabat-hay-riad-ref-4236","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/appartement-meuble-a-louer-a-harhoura-ref-4243","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-neuf-rabat-souissi-orangeraie-ref-4307","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-apartement-meuble-bouznika-ref-285","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-bureau-en-exclusivite-a-hassan-rabat-ref-4241","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-appartement-rdj-hay-riad-rabat-ref-4159","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-meuble-rabat-bas-agdal-ref-2523","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-el-menzeh-ref-4198","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-rabat-hay-riad-mahaj-riad-ref-3860","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-rabat-souissi-orangeraie-ref-4301","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/vente-appartement-rabat-agdal-ref-2240","LISTING","property detail + stable ref id"
"aykana.ma","https://aykana.ma/property/location-appartement-meublee-a-harhoura-ref-4274","LISTING","property detail + stable ref id"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/appartement-residentiel-a-vendre-227m%c2%b2-victor-hugo","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/appartement-meuble-de-80-m%c2%b2-a-louer-targa-marrakech","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/appartement-vide-a-vendre-boulevard-allal-el-fassi","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/terrain-a-vendre-600m%c2%b2-hay-al-massar","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/appartement-moderne-a-vendre-avec-vue-sur-piscine-103-m%c2%b2-a-la-palmeraie","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/villa-vide-a-vendre-piscine-et-jardin-privee-route-dourika-km17","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/appartement-vide-a-vendre-vue-sur-golf-prestigia","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/appartement-a-vendre-vide-90-m%c2%b2-3%e1%b5%89-etage-azzouzia","LISTING","singular property path + property type + transaction"
"limmobiliersansfrontieres.com","https://limmobiliersansfrontieres.com/property/terrain-titre-ra-a-vendre-de-1-hectare-route-ourika-km15-marrakech","LISTING","singular property path + property type + transaction"
